id,sku,name,categoryId,description,tags,isSerialized,isLotManaged,shelfLifeDays,hazardousMaterial,isActive,createdAt
,MAX-NET-0565,"Standard SFP Module 0565",Networking,"MaxValue standard sfp module for professional use","sfp-module,networking",false,false,,false,true,
,TEC-OFF-0566,"Ultra Scissors 0566",Office Supplies,"TechPro ultra scissors for professional use","scissors,office-supplies",false,false,,false,true,
,PRI-PRI-0567,"High-performance Fuser Kit 0567",Printers & Ink,"PrimeParts high-performance fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,GLO-FUR-0568,"Heavy Duty Whiteboard 0568",Furniture,"GlobalMart heavy duty whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,UNI-CLO-0569,"High-performance T-Shirt 0569",Clothing & Apparel,"UniSupply high-performance t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,COR-MEN-0570,"Professional Men Suit 0570",Men's Clothing,"CoreTech professional men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,MAX-WOM-0571,"Premium Women Skirt 0571",Women's Clothing,"MaxValue premium women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,UNI-FOO-0572,"Professional Cereal Box 0572",Food & Beverages,"UniSupply professional cereal box for professional use","cereal-box,food-&-beverages",false,true,358,false,true,
,PRO-BEV-0573,"Multi-purpose Energy Drink 0573",Beverages,"ProMax multi-purpose energy drink for professional use","energy-drink,beverages",false,true,699,false,true,
,UNI-SNA-0574,"Compact Popcorn 0574",Snacks,"UniSupply compact popcorn for professional use","popcorn,snacks",false,true,169,false,true,
,UNI-TOO-0575,"Smart Utility Knife 0575",Tools & Hardware,"UniSupply smart utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,TEC-POW-0576,"Digital Air Compressor 0576",Power Tools,"TechPro digital air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,MAX-SAF-0577,"Industrial Safety Helmet 0577",Safety Equipment,"MaxValue industrial safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,PRO-MED-0578,"Industrial Face Mask 0578",Medical Supplies,"ProMax industrial face mask for professional use","face-mask,medical-supplies",false,true,104,false,true,
,UNI-CLE-0579,"Ultra Mop Set 0579",Cleaning Products,"UniSupply ultra mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,SMA-AUT-0580,"Compact Brake Pads 0580",Automotive,"SmartChoice compact brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,QUI-ELE-0581,"Standard Cable 0581",Electronics,"QuickSupply standard cable for professional use","cable,electronics",false,false,,false,true,
,COR-COM-0582,"Ultra USB Hub 0582",Computers & Laptops,"CoreTech ultra usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,GLO-SMA-0583,"Portable Power Bank 0583",Smartphones,"GlobalMart portable power bank for professional use","power-bank,smartphones",false,false,,false,true,
,COR-AUD-0584,"High-performance Mixer 0584",Audio & Video,"CoreTech high-performance mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,QUI-NET-0585,"Smart Router 0585",Networking,"QuickSupply smart router for professional use","router,networking",false,false,,false,true,
,COR-OFF-0586,"Smart Pen Set 0586",Office Supplies,"CoreTech smart pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,COR-PRI-0587,"Digital Printer Paper 0587",Printers & Ink,"CoreTech digital printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,PRI-FUR-0588,"Advanced Filing Cabinet 0588",Furniture,"PrimeParts advanced filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,UNI-CLO-0589,"Industrial Polo Shirt 0589",Clothing & Apparel,"UniSupply industrial polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0590,"Ultra Men Trousers 0590",Men's Clothing,"SmartChoice ultra men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,QUI-WOM-0591,"High-performance Women Coat 0591",Women's Clothing,"QuickSupply high-performance women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,UNI-FOO-0592,"Ultra Flour Bag 0592",Food & Beverages,"UniSupply ultra flour bag for professional use","flour-bag,food-&-beverages",false,true,580,false,true,
,PRO-BEV-0593,"Compact Mineral Water 0593",Beverages,"ProMax compact mineral water for professional use","mineral-water,beverages",false,true,675,false,true,
,UNI-SNA-0594,"Wireless Granola Bar 0594",Snacks,"UniSupply wireless granola bar for professional use","granola-bar,snacks",false,true,52,false,true,
,MAX-TOO-0595,"Digital Wrench 0595",Tools & Hardware,"MaxValue digital wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRO-POW-0596,"Advanced Jigsaw 0596",Power Tools,"ProMax advanced jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,UNI-SAF-0597,"High-performance Hi-Vis Vest 0597",Safety Equipment,"UniSupply high-performance hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,QUI-MED-0598,"Advanced Thermometer 0598",Medical Supplies,"QuickSupply advanced thermometer for professional use","thermometer,medical-supplies",false,true,261,false,true,
,TEC-CLE-0599,"Digital Glass Cleaner 0599",Cleaning Products,"TechPro digital glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,COR-AUT-0600,"Heavy Duty Tyre Gauge 0600",Automotive,"CoreTech heavy duty tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,COR-ELE-0601,"Heavy Duty Sensor 0601",Electronics,"CoreTech heavy duty sensor for professional use","sensor,electronics",false,false,,false,true,
,TEC-COM-0602,"Digital Desktop PC 0602",Computers & Laptops,"TechPro digital desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,ELI-SMA-0603,"Heavy Duty Case 0603",Smartphones,"EliteBrand heavy duty case for professional use","case,smartphones",false,false,,false,true,
,COR-AUD-0604,"Wireless Webcam 0604",Audio & Video,"CoreTech wireless webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,PRO-NET-0605,"Industrial SFP Module 0605",Networking,"ProMax industrial sfp module for professional use","sfp-module,networking",false,false,,false,true,
,MAX-OFF-0606,"Compact Scissors 0606",Office Supplies,"MaxValue compact scissors for professional use","scissors,office-supplies",false,false,,false,true,
,MAX-PRI-0607,"Heavy Duty Fuser Kit 0607",Printers & Ink,"MaxValue heavy duty fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,MAX-FUR-0608,"Multi-purpose Whiteboard 0608",Furniture,"MaxValue multi-purpose whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,COR-CLO-0609,"Compact T-Shirt 0609",Clothing & Apparel,"CoreTech compact t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0610,"Multi-purpose Men Suit 0610",Men's Clothing,"TechPro multi-purpose men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,SMA-WOM-0611,"Premium Women Skirt 0611",Women's Clothing,"SmartChoice premium women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,COR-FOO-0612,"Professional Cereal Box 0612",Food & Beverages,"CoreTech professional cereal box for professional use","cereal-box,food-&-beverages",false,true,437,false,true,
,QUI-BEV-0613,"Compact Energy Drink 0613",Beverages,"QuickSupply compact energy drink for professional use","energy-drink,beverages",false,true,403,false,true,
,ELI-SNA-0614,"Ultra Popcorn 0614",Snacks,"EliteBrand ultra popcorn for professional use","popcorn,snacks",false,true,389,false,true,
,TEC-TOO-0615,"Professional Utility Knife 0615",Tools & Hardware,"TechPro professional utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,PRI-POW-0616,"Heavy Duty Air Compressor 0616",Power Tools,"PrimeParts heavy duty air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,TEC-SAF-0617,"High-performance Safety Helmet 0617",Safety Equipment,"TechPro high-performance safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,SMA-MED-0618,"Smart Face Mask 0618",Medical Supplies,"SmartChoice smart face mask for professional use","face-mask,medical-supplies",false,true,119,false,true,
,ELI-CLE-0619,"Eco-friendly Mop Set 0619",Cleaning Products,"EliteBrand eco-friendly mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,PRI-AUT-0620,"Industrial Brake Pads 0620",Automotive,"PrimeParts industrial brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,ELI-ELE-0621,"Wireless Cable 0621",Electronics,"EliteBrand wireless cable for professional use","cable,electronics",false,false,,false,true,
,PRO-COM-0622,"Heavy Duty USB Hub 0622",Computers & Laptops,"ProMax heavy duty usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,UNI-SMA-0623,"Industrial Power Bank 0623",Smartphones,"UniSupply industrial power bank for professional use","power-bank,smartphones",false,false,,false,true,
,TEC-AUD-0624,"Advanced Mixer 0624",Audio & Video,"TechPro advanced mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,GLO-NET-0625,"Multi-purpose Router 0625",Networking,"GlobalMart multi-purpose router for professional use","router,networking",false,false,,false,true,
,QUI-OFF-0626,"Advanced Pen Set 0626",Office Supplies,"QuickSupply advanced pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,QUI-PRI-0627,"Compact Printer Paper 0627",Printers & Ink,"QuickSupply compact printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,PRO-FUR-0628,"Eco-friendly Filing Cabinet 0628",Furniture,"ProMax eco-friendly filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,PRI-CLO-0629,"Ultra Polo Shirt 0629",Clothing & Apparel,"PrimeParts ultra polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0630,"Standard Men Trousers 0630",Men's Clothing,"SmartChoice standard men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,PRO-WOM-0631,"Professional Women Coat 0631",Women's Clothing,"ProMax professional women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,ELI-FOO-0632,"Industrial Flour Bag 0632",Food & Beverages,"EliteBrand industrial flour bag for professional use","flour-bag,food-&-beverages",false,true,671,false,true,
,GLO-BEV-0633,"Heavy Duty Mineral Water 0633",Beverages,"GlobalMart heavy duty mineral water for professional use","mineral-water,beverages",false,true,122,false,true,
,COR-SNA-0634,"Multi-purpose Granola Bar 0634",Snacks,"CoreTech multi-purpose granola bar for professional use","granola-bar,snacks",false,true,259,false,true,
,MAX-TOO-0635,"Heavy Duty Wrench 0635",Tools & Hardware,"MaxValue heavy duty wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRO-POW-0636,"Portable Jigsaw 0636",Power Tools,"ProMax portable jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,MAX-SAF-0637,"Advanced Hi-Vis Vest 0637",Safety Equipment,"MaxValue advanced hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,GLO-MED-0638,"Wireless Thermometer 0638",Medical Supplies,"GlobalMart wireless thermometer for professional use","thermometer,medical-supplies",false,true,553,false,true,
,TEC-CLE-0639,"Premium Glass Cleaner 0639",Cleaning Products,"TechPro premium glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,GLO-AUT-0640,"Advanced Tyre Gauge 0640",Automotive,"GlobalMart advanced tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,PRO-ELE-0641,"Smart Sensor 0641",Electronics,"ProMax smart sensor for professional use","sensor,electronics",false,false,,false,true,
,COR-COM-0642,"Industrial Desktop PC 0642",Computers & Laptops,"CoreTech industrial desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,COR-SMA-0643,"Standard Case 0643",Smartphones,"CoreTech standard case for professional use","case,smartphones",false,false,,false,true,
,PRI-AUD-0644,"Advanced Webcam 0644",Audio & Video,"PrimeParts advanced webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,QUI-NET-0645,"Eco-friendly SFP Module 0645",Networking,"QuickSupply eco-friendly sfp module for professional use","sfp-module,networking",false,false,,false,true,
,QUI-OFF-0646,"High-performance Scissors 0646",Office Supplies,"QuickSupply high-performance scissors for professional use","scissors,office-supplies",false,false,,false,true,
,MAX-PRI-0647,"Eco-friendly Fuser Kit 0647",Printers & Ink,"MaxValue eco-friendly fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,TEC-FUR-0648,"Portable Whiteboard 0648",Furniture,"TechPro portable whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,PRO-CLO-0649,"Eco-friendly T-Shirt 0649",Clothing & Apparel,"ProMax eco-friendly t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0650,"Premium Men Suit 0650",Men's Clothing,"TechPro premium men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,GLO-WOM-0651,"Professional Women Skirt 0651",Women's Clothing,"GlobalMart professional women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,ELI-FOO-0652,"Digital Cereal Box 0652",Food & Beverages,"EliteBrand digital cereal box for professional use","cereal-box,food-&-beverages",false,true,621,false,true,
,ELI-BEV-0653,"High-performance Energy Drink 0653",Beverages,"EliteBrand high-performance energy drink for professional use","energy-drink,beverages",false,true,702,false,true,
,COR-SNA-0654,"Advanced Popcorn 0654",Snacks,"CoreTech advanced popcorn for professional use","popcorn,snacks",false,true,67,false,true,
,ELI-TOO-0655,"High-performance Utility Knife 0655",Tools & Hardware,"EliteBrand high-performance utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,GLO-POW-0656,"Multi-purpose Air Compressor 0656",Power Tools,"GlobalMart multi-purpose air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,TEC-SAF-0657,"Standard Safety Helmet 0657",Safety Equipment,"TechPro standard safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,QUI-MED-0658,"Advanced Face Mask 0658",Medical Supplies,"QuickSupply advanced face mask for professional use","face-mask,medical-supplies",false,true,656,false,true,
,COR-CLE-0659,"Professional Mop Set 0659",Cleaning Products,"CoreTech professional mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,TEC-AUT-0660,"Compact Brake Pads 0660",Automotive,"TechPro compact brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,GLO-ELE-0661,"Standard Cable 0661",Electronics,"GlobalMart standard cable for professional use","cable,electronics",false,false,,false,true,
,GLO-COM-0662,"Portable USB Hub 0662",Computers & Laptops,"GlobalMart portable usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,COR-SMA-0663,"Portable Power Bank 0663",Smartphones,"CoreTech portable power bank for professional use","power-bank,smartphones",false,false,,false,true,
,UNI-AUD-0664,"Standard Mixer 0664",Audio & Video,"UniSupply standard mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,PRI-NET-0665,"Compact Router 0665",Networking,"PrimeParts compact router for professional use","router,networking",false,false,,false,true,
,TEC-OFF-0666,"Premium Pen Set 0666",Office Supplies,"TechPro premium pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,MAX-PRI-0667,"Advanced Printer Paper 0667",Printers & Ink,"MaxValue advanced printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,GLO-FUR-0668,"Standard Filing Cabinet 0668",Furniture,"GlobalMart standard filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,ELI-CLO-0669,"Ultra Polo Shirt 0669",Clothing & Apparel,"EliteBrand ultra polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,PRO-MEN-0670,"Standard Men Trousers 0670",Men's Clothing,"ProMax standard men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,GLO-WOM-0671,"Digital Women Coat 0671",Women's Clothing,"GlobalMart digital women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,UNI-FOO-0672,"Portable Flour Bag 0672",Food & Beverages,"UniSupply portable flour bag for professional use","flour-bag,food-&-beverages",false,true,707,false,true,
,ELI-BEV-0673,"Standard Mineral Water 0673",Beverages,"EliteBrand standard mineral water for professional use","mineral-water,beverages",false,true,41,false,true,
,PRI-SNA-0674,"Wireless Granola Bar 0674",Snacks,"PrimeParts wireless granola bar for professional use","granola-bar,snacks",false,true,271,false,true,
,COR-TOO-0675,"Advanced Wrench 0675",Tools & Hardware,"CoreTech advanced wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRO-POW-0676,"Heavy Duty Jigsaw 0676",Power Tools,"ProMax heavy duty jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,GLO-SAF-0677,"High-performance Hi-Vis Vest 0677",Safety Equipment,"GlobalMart high-performance hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,MAX-MED-0678,"Heavy Duty Thermometer 0678",Medical Supplies,"MaxValue heavy duty thermometer for professional use","thermometer,medical-supplies",false,true,351,false,true,
,GLO-CLE-0679,"Industrial Glass Cleaner 0679",Cleaning Products,"GlobalMart industrial glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,UNI-AUT-0680,"Standard Tyre Gauge 0680",Automotive,"UniSupply standard tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,PRI-ELE-0681,"Wireless Sensor 0681",Electronics,"PrimeParts wireless sensor for professional use","sensor,electronics",false,false,,false,true,
,PRO-COM-0682,"Heavy Duty Desktop PC 0682",Computers & Laptops,"ProMax heavy duty desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,SMA-SMA-0683,"Wireless Case 0683",Smartphones,"SmartChoice wireless case for professional use","case,smartphones",false,false,,false,true,
,QUI-AUD-0684,"Industrial Webcam 0684",Audio & Video,"QuickSupply industrial webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,GLO-NET-0685,"Multi-purpose SFP Module 0685",Networking,"GlobalMart multi-purpose sfp module for professional use","sfp-module,networking",false,false,,false,true,
,GLO-OFF-0686,"Digital Scissors 0686",Office Supplies,"GlobalMart digital scissors for professional use","scissors,office-supplies",false,false,,false,true,
,SMA-PRI-0687,"Digital Fuser Kit 0687",Printers & Ink,"SmartChoice digital fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,GLO-FUR-0688,"Compact Whiteboard 0688",Furniture,"GlobalMart compact whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,MAX-CLO-0689,"Premium T-Shirt 0689",Clothing & Apparel,"MaxValue premium t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0690,"Compact Men Suit 0690",Men's Clothing,"SmartChoice compact men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,UNI-WOM-0691,"Advanced Women Skirt 0691",Women's Clothing,"UniSupply advanced women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,UNI-FOO-0692,"High-performance Cereal Box 0692",Food & Beverages,"UniSupply high-performance cereal box for professional use","cereal-box,food-&-beverages",false,true,511,false,true,
,SMA-BEV-0693,"Eco-friendly Energy Drink 0693",Beverages,"SmartChoice eco-friendly energy drink for professional use","energy-drink,beverages",false,true,37,false,true,
,UNI-SNA-0694,"Heavy Duty Popcorn 0694",Snacks,"UniSupply heavy duty popcorn for professional use","popcorn,snacks",false,true,329,false,true,
,TEC-TOO-0695,"Standard Utility Knife 0695",Tools & Hardware,"TechPro standard utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,SMA-POW-0696,"Eco-friendly Air Compressor 0696",Power Tools,"SmartChoice eco-friendly air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,UNI-SAF-0697,"High-performance Safety Helmet 0697",Safety Equipment,"UniSupply high-performance safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,MAX-MED-0698,"Compact Face Mask 0698",Medical Supplies,"MaxValue compact face mask for professional use","face-mask,medical-supplies",false,true,468,false,true,
,PRI-CLE-0699,"Heavy Duty Mop Set 0699",Cleaning Products,"PrimeParts heavy duty mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,UNI-AUT-0700,"Advanced Brake Pads 0700",Automotive,"UniSupply advanced brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRI-ELE-0701,"Smart Cable 0701",Electronics,"PrimeParts smart cable for professional use","cable,electronics",false,false,,false,true,
,QUI-COM-0702,"Industrial USB Hub 0702",Computers & Laptops,"QuickSupply industrial usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,UNI-SMA-0703,"Industrial Power Bank 0703",Smartphones,"UniSupply industrial power bank for professional use","power-bank,smartphones",false,false,,false,true,
,SMA-AUD-0704,"Multi-purpose Mixer 0704",Audio & Video,"SmartChoice multi-purpose mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,MAX-NET-0705,"Portable Router 0705",Networking,"MaxValue portable router for professional use","router,networking",false,false,,false,true,
,TEC-OFF-0706,"Wireless Pen Set 0706",Office Supplies,"TechPro wireless pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,SMA-PRI-0707,"Premium Printer Paper 0707",Printers & Ink,"SmartChoice premium printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,GLO-FUR-0708,"Heavy Duty Filing Cabinet 0708",Furniture,"GlobalMart heavy duty filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,MAX-CLO-0709,"Professional Polo Shirt 0709",Clothing & Apparel,"MaxValue professional polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0710,"Heavy Duty Men Trousers 0710",Men's Clothing,"SmartChoice heavy duty men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,SMA-WOM-0711,"Digital Women Coat 0711",Women's Clothing,"SmartChoice digital women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,ELI-FOO-0712,"Smart Flour Bag 0712",Food & Beverages,"EliteBrand smart flour bag for professional use","flour-bag,food-&-beverages",false,true,317,false,true,
,GLO-BEV-0713,"Wireless Mineral Water 0713",Beverages,"GlobalMart wireless mineral water for professional use","mineral-water,beverages",false,true,556,false,true,
,MAX-SNA-0714,"Compact Granola Bar 0714",Snacks,"MaxValue compact granola bar for professional use","granola-bar,snacks",false,true,464,false,true,
,PRO-TOO-0715,"Multi-purpose Wrench 0715",Tools & Hardware,"ProMax multi-purpose wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,ELI-POW-0716,"Standard Jigsaw 0716",Power Tools,"EliteBrand standard jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,PRO-SAF-0717,"Premium Hi-Vis Vest 0717",Safety Equipment,"ProMax premium hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,GLO-MED-0718,"Eco-friendly Thermometer 0718",Medical Supplies,"GlobalMart eco-friendly thermometer for professional use","thermometer,medical-supplies",false,true,64,false,true,
,MAX-CLE-0719,"Premium Glass Cleaner 0719",Cleaning Products,"MaxValue premium glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,QUI-AUT-0720,"Standard Tyre Gauge 0720",Automotive,"QuickSupply standard tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,COR-ELE-0721,"Multi-purpose Sensor 0721",Electronics,"CoreTech multi-purpose sensor for professional use","sensor,electronics",false,false,,false,true,
,PRI-COM-0722,"Premium Desktop PC 0722",Computers & Laptops,"PrimeParts premium desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,TEC-SMA-0723,"Multi-purpose Case 0723",Smartphones,"TechPro multi-purpose case for professional use","case,smartphones",false,false,,false,true,
,GLO-AUD-0724,"Advanced Webcam 0724",Audio & Video,"GlobalMart advanced webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,COR-NET-0725,"Industrial SFP Module 0725",Networking,"CoreTech industrial sfp module for professional use","sfp-module,networking",false,false,,false,true,
,SMA-OFF-0726,"Industrial Scissors 0726",Office Supplies,"SmartChoice industrial scissors for professional use","scissors,office-supplies",false,false,,false,true,
,SMA-PRI-0727,"Digital Fuser Kit 0727",Printers & Ink,"SmartChoice digital fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,SMA-FUR-0728,"Ultra Whiteboard 0728",Furniture,"SmartChoice ultra whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,MAX-CLO-0729,"Digital T-Shirt 0729",Clothing & Apparel,"MaxValue digital t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0730,"Heavy Duty Men Suit 0730",Men's Clothing,"TechPro heavy duty men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,PRO-WOM-0731,"Ultra Women Skirt 0731",Women's Clothing,"ProMax ultra women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,SMA-FOO-0732,"High-performance Cereal Box 0732",Food & Beverages,"SmartChoice high-performance cereal box for professional use","cereal-box,food-&-beverages",false,true,149,false,true,
,TEC-BEV-0733,"High-performance Energy Drink 0733",Beverages,"TechPro high-performance energy drink for professional use","energy-drink,beverages",false,true,668,false,true,
,MAX-SNA-0734,"Industrial Popcorn 0734",Snacks,"MaxValue industrial popcorn for professional use","popcorn,snacks",false,true,519,false,true,
,SMA-TOO-0735,"Advanced Utility Knife 0735",Tools & Hardware,"SmartChoice advanced utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,GLO-POW-0736,"Standard Air Compressor 0736",Power Tools,"GlobalMart standard air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,GLO-SAF-0737,"High-performance Safety Helmet 0737",Safety Equipment,"GlobalMart high-performance safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,TEC-MED-0738,"Portable Face Mask 0738",Medical Supplies,"TechPro portable face mask for professional use","face-mask,medical-supplies",false,true,393,false,true,
,ELI-CLE-0739,"Ultra Mop Set 0739",Cleaning Products,"EliteBrand ultra mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,UNI-AUT-0740,"Professional Brake Pads 0740",Automotive,"UniSupply professional brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,COR-ELE-0741,"Digital Cable 0741",Electronics,"CoreTech digital cable for professional use","cable,electronics",false,false,,false,true,
,PRI-COM-0742,"Smart USB Hub 0742",Computers & Laptops,"PrimeParts smart usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,ELI-SMA-0743,"Smart Power Bank 0743",Smartphones,"EliteBrand smart power bank for professional use","power-bank,smartphones",false,false,,false,true,
,PRO-AUD-0744,"Heavy Duty Mixer 0744",Audio & Video,"ProMax heavy duty mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,UNI-NET-0745,"Ultra Router 0745",Networking,"UniSupply ultra router for professional use","router,networking",false,false,,false,true,
,UNI-OFF-0746,"Industrial Pen Set 0746",Office Supplies,"UniSupply industrial pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,TEC-PRI-0747,"Heavy Duty Printer Paper 0747",Printers & Ink,"TechPro heavy duty printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,PRI-FUR-0748,"Compact Filing Cabinet 0748",Furniture,"PrimeParts compact filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,UNI-CLO-0749,"Eco-friendly Polo Shirt 0749",Clothing & Apparel,"UniSupply eco-friendly polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0750,"Portable Men Trousers 0750",Men's Clothing,"TechPro portable men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,PRO-WOM-0751,"Wireless Women Coat 0751",Women's Clothing,"ProMax wireless women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,UNI-FOO-0752,"Smart Flour Bag 0752",Food & Beverages,"UniSupply smart flour bag for professional use","flour-bag,food-&-beverages",false,true,234,false,true,
,ELI-BEV-0753,"Heavy Duty Mineral Water 0753",Beverages,"EliteBrand heavy duty mineral water for professional use","mineral-water,beverages",false,true,348,false,true,
